outer_fold_id,inner_fold_id,augmented_sample_id,source_sample_id,user_id,label,source_video_path,brightness,contrast,motion_blur_kernel,frame_dropout_rate,crop_translation_x,crop_translation_y
0,0,20260703_231939_jmltkn__outer00__inner00__aug01,20260703_231939_jmltkn,user1,অ,output/user1/অ/অ_20260703_231939_jmltkn.mp4,0.914748,0.972177,3,0.018026,-0.01129,0.032882
0,0,20260703_231939_jmltkn__outer00__inner00__aug02,20260703_231939_jmltkn,user1,অ,output/user1/অ/অ_20260703_231939_jmltkn.mp4,0.887845,0.920242,3,0.085942,0.035639,0.011819
0,0,20260703_231939_jmltkn__outer00__inner00__aug03,20260703_231939_jmltkn,user1,অ,output/user1/অ/অ_20260703_231939_jmltkn.mp4,0.936276,0.996316,5,0.02565,0.032513,0.005576
0,0,20260704_230134_0i7e7o__outer00__inner00__aug01,20260704_230134_0i7e7o,user1,অ,output/user1/অ/অ_20260704_230134_0i7e7o.mp4,1.141587,0.889913,5,0.030756,0.044582,-0.009041
0,0,20260704_230134_0i7e7o__outer00__inner00__aug02,20260704_230134_0i7e7o,user1,অ,output/user1/অ/অ_20260704_230134_0i7e7o.mp4,0.927566,1.113828,5,0.04818,-0.044778,0.045136
0,0,20260704_230134_0i7e7o__outer00__inner00__aug03,20260704_230134_0i7e7o,user1,অ,output/user1/অ/অ_20260704_230134_0i7e7o.mp4,1.137118,1.131599,5,0.08209,0.04011,-0.0329
0,0,20260704_230207_s0bru0__outer00__inner00__aug01,20260704_230207_s0bru0,user1,অ,output/user1/অ/অ_20260704_230207_s0bru0.mp4,0.94681,1.120631,3,0.04203,-0.000594,0.023199
0,0,20260704_230207_s0bru0__outer00__inner00__aug02,20260704_230207_s0bru0,user1,অ,output/user1/অ/অ_20260704_230207_s0bru0.mp4,0.936563,0.997332,5,0.022091,0.012949,-0.036832
0,0,20260704_230207_s0bru0__outer00__inner00__aug03,20260704_230207_s0bru0,user1,অ,output/user1/অ/অ_20260704_230207_s0bru0.mp4,1.032193,0.897747,3,0.099685,-0.015109,0.002146
0,0,20260704_230243_20ggrl__outer00__inner00__aug01,20260704_230243_20ggrl,user1,অ,output/user1/অ/অ_20260704_230243_20ggrl.mp4,0.913245,1.034147,3,0.009212,0.020736,0.035714
0,0,20260704_230243_20ggrl__outer00__inner00__aug02,20260704_230243_20ggrl,user1,অ,output/user1/অ/অ_20260704_230243_20ggrl.mp4,0.882201,0.909044,5,0.000974,0.024919,0.023883
0,0,20260704_230243_20ggrl__outer00__inner00__aug03,20260704_230243_20ggrl,user1,অ,output/user1/অ/অ_20260704_230243_20ggrl.mp4,1.098009,0.969528,3,0.091547,0.002187,-0.013918
0,0,20260704_230314_biogka__outer00__inner00__aug01,20260704_230314_biogka,user1,অ,output/user1/অ/অ_20260704_230314_biogka.mp4,1.011943,1.11268,5,0.011409,0.009036,-0.020959
0,0,20260704_230314_biogka__outer00__inner00__aug02,20260704_230314_biogka,user1,অ,output/user1/অ/অ_20260704_230314_biogka.mp4,0.971416,1.050259,5,0.039733,0.033078,-0.027923
0,0,20260704_230314_biogka__outer00__inner00__aug03,20260704_230314_biogka,user1,অ,output/user1/অ/অ_20260704_230314_biogka.mp4,0.886374,0.936022,5,0.093831,0.029587,-0.031665
0,0,20260704_230343_z76un4__outer00__inner00__aug01,20260704_230343_z76un4,user1,অ,output/user1/অ/অ_20260704_230343_z76un4.mp4,0.868834,1.120935,5,0.083805,-0.039576,0.013486
0,0,20260704_230343_z76un4__outer00__inner00__aug02,20260704_230343_z76un4,user1,অ,output/user1/অ/অ_20260704_230343_z76un4.mp4,1.066078,0.952802,5,0.017704,0.027927,-0.013764
0,0,20260704_230343_z76un4__outer00__inner00__aug03,20260704_230343_z76un4,user1,অ,output/user1/অ/অ_20260704_230343_z76un4.mp4,0.93304,0.90212,5,0.02729,0.046143,0.040891
0,0,20260704_230438_1by20a__outer00__inner00__aug01,20260704_230438_1by20a,user1,অ,output/user1/অ/অ_20260704_230438_1by20a.mp4,0.964404,1.024445,3,0.004531,0.046795,-0.004767
0,0,20260704_230438_1by20a__outer00__inner00__aug02,20260704_230438_1by20a,user1,অ,output/user1/অ/অ_20260704_230438_1by20a.mp4,1.110859,0.880471,3,0.007512,-0.045726,0.033444
0,0,20260704_230438_1by20a__outer00__inner00__aug03,20260704_230438_1by20a,user1,অ,output/user1/অ/অ_20260704_230438_1by20a.mp4,1.078201,1.145668,3,0.084757,-0.010689,0.041003
0,0,20260704_230508_zz8agk__outer00__inner00__aug01,20260704_230508_zz8agk,user1,অ,output/user1/অ/অ_20260704_230508_zz8agk.mp4,1.083474,1.009636,5,0.067988,-0.010485,-0.029076
0,0,20260704_230508_zz8agk__outer00__inner00__aug02,20260704_230508_zz8agk,user1,অ,output/user1/অ/অ_20260704_230508_zz8agk.mp4,1.091929,0.863667,5,0.059648,0.0262,-0.027614
0,0,20260704_230508_zz8agk__outer00__inner00__aug03,20260704_230508_zz8agk,user1,অ,output/user1/অ/অ_20260704_230508_zz8agk.mp4,1.118021,0.894851,5,0.061844,-0.014415,-0.030069
0,0,20260704_230530_8783vw__outer00__inner00__aug01,20260704_230530_8783vw,user1,অ,output/user1/অ/অ_20260704_230530_8783vw.mp4,0.929245,0.944363,5,0.053474,0.00155,0.02195
0,0,20260704_230530_8783vw__outer00__inner00__aug02,20260704_230530_8783vw,user1,অ,output/user1/অ/অ_20260704_230530_8783vw.mp4,0.966694,1.014575,3,0.098544,0.009319,-0.047374
0,0,20260704_230530_8783vw__outer00__inner00__aug03,20260704_230530_8783vw,user1,অ,output/user1/অ/অ_20260704_230530_8783vw.mp4,0.984991,0.884982,3,0.055004,-0.002223,-0.022235
0,0,20260704_230601_9fuwl5__outer00__inner00__aug01,20260704_230601_9fuwl5,user1,অ,output/user1/অ/অ_20260704_230601_9fuwl5.mp4,1.001888,1.076341,5,0.074294,0.025881,-0.027337
0,0,20260704_230601_9fuwl5__outer00__inner00__aug02,20260704_230601_9fuwl5,user1,অ,output/user1/অ/অ_20260704_230601_9fuwl5.mp4,1.054869,0.871013,3,0.075007,0.022993,-0.017177
0,0,20260704_230601_9fuwl5__outer00__inner00__aug03,20260704_230601_9fuwl5,user1,অ,output/user1/অ/অ_20260704_230601_9fuwl5.mp4,1.102327,1.119123,3,0.070057,0.030283,-0.04663
0,0,20260704_230631_iep9zz__outer00__inner00__aug01,20260704_230631_iep9zz,user1,অ,output/user1/অ/অ_20260704_230631_iep9zz.mp4,1.016852,0.937674,3,0.020375,0.036936,0.021403
0,0,20260704_230631_iep9zz__outer00__inner00__aug02,20260704_230631_iep9zz,user1,অ,output/user1/অ/অ_20260704_230631_iep9zz.mp4,1.124446,0.944951,5,0.095968,0.012211,0.01989
0,0,20260704_230631_iep9zz__outer00__inner00__aug03,20260704_230631_iep9zz,user1,অ,output/user1/অ/অ_20260704_230631_iep9zz.mp4,0.924711,1.048303,5,0.051306,-0.012512,0.024422
0,0,20260709_222041_giojuy__outer00__inner00__aug01,20260709_222041_giojuy,user1,অ,output/user1/অ/অ_20260709_222041_giojuy.mp4,0.930315,1.140898,5,0.03306,0.024357,-0.018111
0,0,20260709_222041_giojuy__outer00__inner00__aug02,20260709_222041_giojuy,user1,অ,output/user1/অ/অ_20260709_222041_giojuy.mp4,0.971217,1.038722,5,0.041252,-0.033217,0.006314
0,0,20260709_222041_giojuy__outer00__inner00__aug03,20260709_222041_giojuy,user1,অ,output/user1/অ/অ_20260709_222041_giojuy.mp4,0.980718,0.883728,5,0.0736,-0.026949,-0.000736
0,0,20260704_230720_4nlmlz__outer00__inner00__aug01,20260704_230720_4nlmlz,user1,আ,output/user1/আ/আ_20260704_230720_4nlmlz.mp4,0.8682,0.891557,3,0.052046,0.008723,-0.021615
0,0,20260704_230720_4nlmlz__outer00__inner00__aug02,20260704_230720_4nlmlz,user1,আ,output/user1/আ/আ_20260704_230720_4nlmlz.mp4,1.123999,0.939652,3,0.051679,-0.00594,0.020458
0,0,20260704_230720_4nlmlz__outer00__inner00__aug03,20260704_230720_4nlmlz,user1,আ,output/user1/আ/আ_20260704_230720_4nlmlz.mp4,0.888167,1.083066,3,0.04369,-0.022879,0.015705
0,0,20260704_230748_cofjqd__outer00__inner00__aug01,20260704_230748_cofjqd,user1,আ,output/user1/আ/আ_20260704_230748_cofjqd.mp4,1.051941,1.083636,5,0.013136,-0.039213,-0.030804
0,0,20260704_230748_cofjqd__outer00__inner00__aug02,20260704_230748_cofjqd,user1,আ,output/user1/আ/আ_20260704_230748_cofjqd.mp4,1.079155,0.911322,5,0.08798,0.007434,0.020127
0,0,20260704_230748_cofjqd__outer00__inner00__aug03,20260704_230748_cofjqd,user1,আ,output/user1/আ/আ_20260704_230748_cofjqd.mp4,1.126958,1.076448,3,0.009059,0.033697,-0.045356
0,0,20260704_230823_p4djtm__outer00__inner00__aug01,20260704_230823_p4djtm,user1,আ,output/user1/আ/আ_20260704_230823_p4djtm.mp4,1.066714,1.043204,3,0.093291,0.019693,0.045401
0,0,20260704_230823_p4djtm__outer00__inner00__aug02,20260704_230823_p4djtm,user1,আ,output/user1/আ/আ_20260704_230823_p4djtm.mp4,0.967517,0.993835,3,0.067466,-0.025365,-0.03003
0,0,20260704_230823_p4djtm__outer00__inner00__aug03,20260704_230823_p4djtm,user1,আ,output/user1/আ/আ_20260704_230823_p4djtm.mp4,0.904628,0.98012,5,0.088317,-0.038544,-0.034231
0,0,20260704_230900_jm6b9y__outer00__inner00__aug01,20260704_230900_jm6b9y,user1,আ,output/user1/আ/আ_20260704_230900_jm6b9y.mp4,0.967889,0.921998,5,0.043871,0.036229,-0.024032
0,0,20260704_230900_jm6b9y__outer00__inner00__aug02,20260704_230900_jm6b9y,user1,আ,output/user1/আ/আ_20260704_230900_jm6b9y.mp4,0.89398,1.135371,5,0.058111,-0.048769,0.047326
0,0,20260704_230900_jm6b9y__outer00__inner00__aug03,20260704_230900_jm6b9y,user1,আ,output/user1/আ/আ_20260704_230900_jm6b9y.mp4,0.95825,0.92013,3,0.077206,-0.024751,-0.035716
0,0,20260704_230941_ogdcp4__outer00__inner00__aug01,20260704_230941_ogdcp4,user1,আ,output/user1/আ/আ_20260704_230941_ogdcp4.mp4,0.966301,0.958354,3,0.002135,-0.041906,-0.025308
0,0,20260704_230941_ogdcp4__outer00__inner00__aug02,20260704_230941_ogdcp4,user1,আ,output/user1/আ/আ_20260704_230941_ogdcp4.mp4,1.081919,0.873977,3,0.098783,0.019157,0.042399
0,0,20260704_230941_ogdcp4__outer00__inner00__aug03,20260704_230941_ogdcp4,user1,আ,output/user1/আ/আ_20260704_230941_ogdcp4.mp4,0.933704,1.047888,3,0.017002,-0.03547,-0.0367
0,0,20260704_231010_4ha6y7__outer00__inner00__aug01,20260704_231010_4ha6y7,user1,আ,output/user1/আ/আ_20260704_231010_4ha6y7.mp4,0.95402,1.023073,3,0.083497,-0.009482,-0.023221
0,0,20260704_231010_4ha6y7__outer00__inner00__aug02,20260704_231010_4ha6y7,user1,আ,output/user1/আ/আ_20260704_231010_4ha6y7.mp4,0.885421,1.054016,3,0.045908,0.008895,-0.002586
0,0,20260704_231010_4ha6y7__outer00__inner00__aug03,20260704_231010_4ha6y7,user1,আ,output/user1/আ/আ_20260704_231010_4ha6y7.mp4,0.934993,1.077554,5,0.088089,0.038488,-0.037691
0,0,20260728_232136_0wkg0v__outer00__inner00__aug01,20260728_232136_0wkg0v,user1,আ,output/user1/আ/আ_20260728_232136_0wkg0v.mp4,1.147941,1.058808,3,0.059413,0.045527,0.023667
0,0,20260728_232136_0wkg0v__outer00__inner00__aug02,20260728_232136_0wkg0v,user1,আ,output/user1/আ/আ_20260728_232136_0wkg0v.mp4,0.946528,0.872075,3,0.015111,0.023517,-0.025722
0,0,20260728_232136_0wkg0v__outer00__inner00__aug03,20260728_232136_0wkg0v,user1,আ,output/user1/আ/আ_20260728_232136_0wkg0v.mp4,1.094375,1.100443,3,0.0174,-0.013994,0.034484
0,0,20260728_232203_7c77zv__outer00__inner00__aug01,20260728_232203_7c77zv,user1,আ,output/user1/আ/আ_20260728_232203_7c77zv.mp4,0.963643,0.978887,5,0.042964,0.011992,0.00156
0,0,20260728_232203_7c77zv__outer00__inner00__aug02,20260728_232203_7c77zv,user1,আ,output/user1/আ/আ_20260728_232203_7c77zv.mp4,0.933561,1.106707,5,0.05177,-0.020407,-0.019066
0,0,20260728_232203_7c77zv__outer00__inner00__aug03,20260728_232203_7c77zv,user1,আ,output/user1/আ/আ_20260728_232203_7c77zv.mp4,0.910916,0.858535,5,0.066308,-0.019316,0.007995
0,0,20260728_232238_kgwkds__outer00__inner00__aug01,20260728_232238_kgwkds,user1,আ,output/user1/আ/আ_20260728_232238_kgwkds.mp4,1.01311,0.929544,3,0.069534,0.045352,-0.021889
0,0,20260728_232238_kgwkds__outer00__inner00__aug02,20260728_232238_kgwkds,user1,আ,output/user1/আ/আ_20260728_232238_kgwkds.mp4,0.88876,0.875608,5,0.03096,0.001447,0.023712
0,0,20260728_232238_kgwkds__outer00__inner00__aug03,20260728_232238_kgwkds,user1,আ,output/user1/আ/আ_20260728_232238_kgwkds.mp4,0.964161,1.132979,3,0.026376,-0.031834,0.001015
0,0,20260728_232316_s2ep8l__outer00__inner00__aug01,20260728_232316_s2ep8l,user1,আ,output/user1/আ/আ_20260728_232316_s2ep8l.mp4,0.879598,0.977104,3,0.085067,-0.006923,-0.006176
0,0,20260728_232316_s2ep8l__outer00__inner00__aug02,20260728_232316_s2ep8l,user1,আ,output/user1/আ/আ_20260728_232316_s2ep8l.mp4,1.048325,0.901176,3,0.061748,0.042524,0.014372
0,0,20260728_232316_s2ep8l__outer00__inner00__aug03,20260728_232316_s2ep8l,user1,আ,output/user1/আ/আ_20260728_232316_s2ep8l.mp4,0.899606,0.898955,3,0.00788,-0.019712,0.049948
0,0,20260705_210750_hp0ub6__outer00__inner00__aug01,20260705_210750_hp0ub6,user1,ই,output/user1/ই/ই_20260705_210750_hp0ub6.mp4,1.104289,0.899738,3,0.083552,0.047985,0.011732
0,0,20260705_210750_hp0ub6__outer00__inner00__aug02,20260705_210750_hp0ub6,user1,ই,output/user1/ই/ই_20260705_210750_hp0ub6.mp4,1.062862,0.932077,3,0.045506,-0.010642,0.014389
